read_id	rq	qv	read_length	iden
m21038_251018_074631/15141365/ccs	0.999767	36.3264	3590	99.97
m21038_250917_082112/53416315/ccs	0.99956	33.5655	6224	99.77
m21038_251018_074631/7408886/ccs	1	60	3701	99.86
m21038_250917_082112/54198370/ccs	0.999547	33.439	19471	99.91
m21038_251018_074631/152765860/ccs	0.999476	32.8067	6088	99.93
m21038_251018_074631/64621118/ccs	0.99985	38.2391	6626	99.88
m21038_250917_082112/224659042/ccs	0.999981	47.2125	4952	99.74
m21038_251018_074631/133828961/ccs	0.999745	35.9346	13053	99.84
m21038_250917_082112/126029433/ccs	0.999176	30.8407	22246	99.89
m21038_250917_082112/84740175/ccs	0.999992	50.9691	5876	99.90
m21038_250917_082112/165544111/ccs	0.999711	35.391	7661	99.95
m21038_251018_074631/91882723/ccs	1	60	6259	99.84
m21038_250917_082112/72483489/ccs	0.998883	29.5195	20971	99.90
m21038_251018_074631/180557445/ccs	1	60	4101	99.85
m21038_251018_074631/117968306/ccs	0.998833	29.3293	25572	99.90
m21038_251018_074631/153097909/ccs	1	60	5450	99.89
m21038_251018_074631/55771973/ccs	0.999971	45.376	11808	99.92
m21038_250917_082112/111214804/ccs	0.999522	33.2057	19762	99.90
m21038_251018_074631/111936535/ccs	0.999997	55.2288	6839	99.93
m21038_251018_074631/175442223/ccs	0.999902	40.0877	6779	99.91
m21038_250917_082112/241698922/ccs	0.999943	42.4413	9800	99.91
m21038_251018_074631/256182260/ccs	0.999999	60	7827	99.94
m21038_251018_074631/122160164/ccs	1	60	5064	99.92
m21038_250917_082112/199230126/ccs	0.999996	53.9794	12028	99.84
m21038_251018_074631/172757076/ccs	0.999955	43.4679	15555	99.77
m21038_250917_082112/236914265/ccs	0.999978	46.5758	13122	99.89
m21038_251018_074631/73865000/ccs	0.998071	27.1467	6388	99.76
m21038_251018_074631/70321282/ccs	0.999992	50.9691	7862	99.91
m21038_250917_082112/263392152/ccs	0.997291	25.6719	19803	99.91
m21038_250917_082112/232328133/ccs	0.999451	32.6043	3796	99.97
m21038_250917_082112/71963737/ccs	0.999994	52.2185	9379	99.89
m21038_251018_074631/260311851/ccs	0.999896	39.8297	15523	99.76
m21038_250917_082112/221579880/ccs	0.998075	27.1557	11540	99.88
m21038_251018_074631/84020252/ccs	0.999057	30.2549	7351	99.90
m21038_251018_074631/128845442/ccs	0.999923	41.1351	4276	99.88
m21038_251018_074631/56164760/ccs	0.999964	44.437	9981	99.80
m21038_251018_074631/82119440/ccs	0.999442	32.5337	20216	99.89
m21038_250917_082112/31917177/ccs	0.999997	55.2288	6152	99.90
m21038_251018_074631/66850307/ccs	0.999995	53.0103	5869	99.85
m21038_251018_074631/248056471/ccs	0.999981	47.2125	10831	99.90
m21038_251018_074631/113383288/ccs	0.998917	29.6537	24057	99.88
m21038_250917_082112/104402632/ccs	0.99967	34.8149	7384	99.92
m21038_251018_074631/50070630/ccs	0.999949	42.9243	8300	99.90
m21038_250917_082112/99550059/ccs	0.998858	29.4233	9949	99.92
m21038_250917_082112/127342171/ccs	0.999728	35.6543	21358	99.90
m21038_250917_082112/108397234/ccs	0.998615	28.5855	23014	99.76
m21038_251018_074631/115676003/ccs	1	60	2944	99.80
m21038_250917_082112/180226675/ccs	0.990921	20.4196	4115	99.90
m21038_250917_082112/87755476/ccs	0.99794	26.8613	19329	99.59
m21038_251018_074631/67178225/ccs	0.999921	41.0237	5463	99.89
m21038_250917_082112/34866025/ccs	0.997442	25.921	10905	99.82
m21038_250917_082112/17105637/ccs	0.997612	26.2197	14250	99.72
m21038_250917_082112/128521308/ccs	1	60	4177	99.90
m21038_250917_082112/29295641/ccs	0.999815	37.3283	8533	99.91
m21038_250917_082112/42405791/ccs	0.99999	50	2494	99.92
m21038_251018_074631/205720466/ccs	0.993738	22.0329	5503	99.78
m21038_250917_082112/136448051/ccs	0.999945	42.5964	2839	99.75
m21038_251018_074631/98898134/ccs	0.993344	21.7679	13067	99.81
m21038_250917_082112/80811559/ccs	1	60	4326	99.86
m21038_250917_082112/24972679/ccs	0.999695	35.157	22453	99.86
m21038_251018_074631/213846413/ccs	0.999984	47.9588	4229	99.86
m21038_250917_082112/49092023/ccs	1	60	3436	99.77
m21038_251018_074631/53019650/ccs	0.999998	56.9897	3523	99.89
m21038_250917_082112/135926581/ccs	0.999991	50.4576	5029	99.76
m21038_250917_082112/157614596/ccs	0.995059	23.0619	26529	99.74
m21038_250917_082112/42014163/ccs	0.998123	27.2654	19610	99.88
m21038_250917_082112/138872588/ccs	0.999103	30.4721	3530	99.83
m21038_251018_074631/114037798/ccs	0.999884	39.3554	6951	99.80
m21038_250917_082112/104531210/ccs	0.999905	40.2228	4250	99.91
m21038_250917_082112/8849342/ccs	0.999934	41.8046	5815	99.78
