read_id	rq	qv	read_length	iden
m21038_251024_072723/81331328/ccs	0.999289	31.4813	24526	99.68
m21038_250911_051612/40174714/ccs	0.998578	28.471	8125	99.95
m21038_250911_051612/255985825/ccs	0.999073	30.3292	30727	99.56
m21038_250911_051612/80613798/ccs	0.999573	33.6957	3656	99.95
m21038_250911_051612/36047864/ccs	0.999798	36.9465	15137	99.55
m21038_251024_072723/193530377/ccs	0.999704	35.2871	14535	99.87
m21038_251024_072723/208930056/ccs	0.999979	46.7778	7512	99.85
m21038_251024_072723/131336058/ccs	0.999512	33.1158	14297	99.96
m21038_251024_072723/23532623/ccs	0.999833	37.7728	5323	99.85
m21038_251024_072723/110823162/ccs	0.999155	30.7314	5051	99.94
m21038_250911_051612/235930711/ccs	0.999567	33.6351	15406	99.88
m21038_250911_051612/160700272/ccs	0.998833	29.3293	33420	99.57
m21038_250911_051612/214828290/ccs	0.999883	39.3181	9244	99.92
m21038_250911_051612/133108267/ccs	0.999927	41.3668	5286	99.94
m21038_250911_051612/122621953/ccs	0.993819	22.0894	30853	99.54
m21038_251024_072723/168299138/ccs	0.996336	24.3604	19557	99.64
m21038_250911_051612/21959719/ccs	0.998375	27.8915	4358	99.79
m21038_250911_051612/178260901/ccs	0.996273	24.2864	7253	99.94
m21038_250911_051612/44699342/ccs	0.999465	32.7165	27465	99.57
m21038_250911_051612/132779166/ccs	0.999978	46.5758	5202	99.81
m21038_250911_051612/20908320/ccs	0.999383	32.0971	19931	99.68
m21038_251024_072723/111609429/ccs	0.999999	60	4442	99.93
m21038_251024_072723/36902512/ccs	0.999952	43.1876	13793	99.96
m21038_251024_072723/103416032/ccs	0.996809	24.9607	27985	99.55
m21038_251024_072723/43518257/ccs	0.999942	42.3657	5832	99.93
m21038_251024_072723/18352030/ccs	0.997677	26.3395	25599	99.71
m21038_250911_051612/64882052/ccs	0.99998	46.9897	3586	99.75
m21038_251024_072723/256379210/ccs	0.998186	27.4136	21196	99.87
m21038_251024_072723/71373181/ccs	0.996977	25.1956	25642	99.57
m21038_250911_051612/185993849/ccs	0.999561	33.5754	20332	99.68
m21038_250911_051612/179766745/ccs	0.999947	42.7572	11231	99.55
m21038_251024_072723/29099629/ccs	0.998674	28.7746	30037	99.81
m21038_250911_051612/102435332/ccs	0.998192	27.428	11015	99.86
m21038_250911_051612/198379624/ccs	0.995248	23.2312	32220	99.65
m21038_251024_072723/172033115/ccs	0.999976	46.1979	9490	99.58
m21038_251024_072723/201458470/ccs	0.995944	23.919	36993	99.73
m21038_250911_051612/168035062/ccs	0.995961	23.9373	24168	99.71
m21038_250911_051612/85464788/ccs	0.999432	32.4565	14701	99.89
m21038_250911_051612/85661302/ccs	1	60	3354	99.85
m21038_250911_051612/3214418/ccs	0.999999	60	2978	99.83
m21038_251024_072723/73339322/ccs	0.998267	27.612	23585	99.72
m21038_250911_051612/22611204/ccs	0.999733	35.7349	23361	99.77
m21038_251024_072723/246678050/ccs	0.998711	28.8975	26902	99.71
m21038_250911_051612/19988854/ccs	0.99991	40.4576	14498	99.71
m21038_251024_072723/33752151/ccs	0.999831	37.7211	12144	99.97
m21038_251024_072723/119868535/ccs	0.999976	46.1979	4758	99.83
m21038_251024_072723/135792458/ccs	0.999952	43.1876	11988	99.97
m21038_251024_072723/102630735/ccs	0.999864	38.6646	7750	99.90
